Numero,Sesso,Data di Nascita,Ora Nascita,Comune Nascita,Sigla Provincia o Stato Nascita,Comune Residenza,Sigla Provincia o Stato Residenza,Data Atto,Giorno Nascita,Giorno Settimana,Mese Nascita,Fascia Oraria
199,M,2024-05-07,23:34,Foggia,FG,Poggio Imperiale,FG,2024-05-10,7,Marted ,Maggio,Sera (18:00 - 23:59)
200,M,2024-05-10,22:26,Foggia,FG,Cerignola,FG,2024-05-10,10,Venerd ,Maggio,Sera (18:00 - 23:59)
201,M,2024-05-12,04:33,Foggia,FG,Cerignola,FG,2024-05-13,12,Domenica,Maggio,Notte (00:00 - 05:59)
202,M,2024-05-10,12:34,Foggia,FG,Orta Nova,FG,2024-05-13,10,Venerd ,Maggio,Pomeriggio (12:00 - 17:59)
203,M,2024-05-14,00:01,Foggia,FG,Lucera,FG,2024-05-14,14,Marted ,Maggio,Notte (00:00 - 05:59)
204,F,2024-02-27,Orario Non Disponibile,Milton Keynes,GB,Celenzavalfortore,FG,2024-12-31,27,Marted ,Febbraio,Non Disponibile
205,F,2024-05-14,01:20,Foggia,FG,Cerignola,FG,2024-05-14,14,Marted ,Maggio,Notte (00:00 - 05:59)
206,F,2024-05-20,02:18,Foggia,FG,Milton Keynes,GB,2024-05-15,20,Luned ,Maggio,Notte (00:00 - 05:59)
207,F,2024-05-19,03:11,Foggia,FG,Orta Nova,FG,2024-05-16,19,Domenica,Maggio,Notte (00:00 - 05:59)
208,M,2024-05-18,18:52,Foggia,FG,San Nicola Baronia,AV,2024-05-20,18,Sabato,Maggio,Sera (18:00 - 23:59)
209,M,2024-05-18,10:59,Foggia,FG, Lucera,FG,2024-05-20,18,Sabato,Maggio,Mattina (06:00 - 11:59)
210,M,2024-05-19,09:55,Foggia,FG,Troia,FG,2024-05-20,19,Domenica,Maggio,Mattina (06:00 - 11:59)
211,M,2024-05-19,17:28,Foggia,FG,Ordona,FG,2024-05-20,19,Domenica,Maggio,Pomeriggio (12:00 - 17:59)
212,M,2024-04-03,08:43,Ginevra,CH,Orta Nova,FG,2024-12-30,3,Mercoled ,Aprile,Mattina (06:00 - 11:59)
213,F,2024-05-20,02:55,Foggia,FG,Orta Nova,FG,2024-05-21,20,Luned ,Maggio,Notte (00:00 - 05:59)
214,F,2024-01-21,03:52,Bellinzona,CH,Troia,FG,2024-01-04,21,Domenica,Gennaio,Notte (00:00 - 05:59)
215,F,2024-05-24,18:00,Foggia,FG,Mondragone,CE,2024-05-21,24,Venerd ,Maggio,Sera (18:00 - 23:59)
216,M,2024-05-23,11:43,Foggia,FG,Ginevra,CH,2024-05-23,23,Gioved ,Maggio,Mattina (06:00 - 11:59)
217,F,2024-05-23,16:26,Foggia,FG,Casalvecchio Di Puglia,FG,2024-05-23,23,Gioved ,Maggio,Pomeriggio (12:00 - 17:59)
218,F,2024-05-27,00:36,Foggia,FG,Bellinzona,CH,2024-05-27,27,Luned ,Maggio,Notte (00:00 - 05:59)
219,M,2024-05-29,12:51,Foggia,FG,Troia,FG,2024-05-27,29,Mercoled ,Maggio,Pomeriggio (12:00 - 17:59)
220,M,2024-05-28,10:57,Foggia,FG,Deliceto,FG,2024-05-27,28,Marted ,Maggio,Mattina (06:00 - 11:59)
221,F,2024-05-27,08:45,Foggia,FG,Cerignola,FG,2024-05-27,27,Luned ,Maggio,Mattina (06:00 - 11:59)
222,M,2024-05-29,13:41,Foggia,FG,Lucera,FG,2024-05-29,29,Mercoled ,Maggio,Pomeriggio (12:00 - 17:59)
223,M,2024-05-29,04:23,Foggia,FG,Cerignola,FG,2024-05-30,29,Mercoled ,Maggio,Notte (00:00 - 05:59)
224,M,2024-05-28,09:16,Foggia,FG,Canosa Di Puglia,BT,2024-05-30,28,Marted ,Maggio,Mattina (06:00 - 11:59)
225,M,2024-05-29,18:38,Foggia,FG,Manfredonia,FG,2024-05-30,29,Mercoled ,Maggio,Sera (18:00 - 23:59)
226,M,2024-05-30,08:17,Foggia,FG,Vasto,CH,2024-05-30,30,Gioved ,Maggio,Mattina (06:00 - 11:59)
227,M,2024-05-29,15:08,Foggia,FG,Lucera,FG,2024-05-30,29,Mercoled ,Maggio,Pomeriggio (12:00 - 17:59)
228,F,2024-05-29,12:21,Foggia,FG,Lucera,FG,2024-05-31,29,Mercoled ,Maggio,Pomeriggio (12:00 - 17:59)
229,M,2024-05-29,22:22,Foggia,FG,Manfredonia,FG,2024-05-31,29,Mercoled ,Maggio,Sera (18:00 - 23:59)
230,F,2024-05-30,15:16,Foggia,FG,Lavello,PZ,2024-05-31,30,Gioved ,Maggio,Pomeriggio (12:00 - 17:59)
231,M,2024-05-31,03:31,Foggia,FG,Manfredonia,FG,2024-05-31,31,Venerd ,Maggio,Notte (00:00 - 05:59)
232,F,2024-05-31,20:56,Foggia,FG,Stornarella,FG,2024-05-31,31,Venerd ,Maggio,Sera (18:00 - 23:59)
233,M,2024-05-31,06:23,Foggia,FG,Manfredonia,FG,2024-05-31,31,Venerd ,Maggio,Mattina (06:00 - 11:59)
234,M,2024-05-31,12:08,Foggia,FG,Termoli,CB,2024-05-31,31,Venerd ,Maggio,Pomeriggio (12:00 - 17:59)
235,F,2024-05-30,20:53,Foggia,FG,Lucera,FG,2024-06-03,30,Gioved ,Maggio,Sera (18:00 - 23:59)
236,F,2024-05-31,10:07,Foggia,FG,Torremaggiore,FG,2024-06-03,31,Venerd ,Maggio,Mattina (06:00 - 11:59)
237,F,2024-06-03,19:37,Foggia,FG,Bovino,FG,2024-06-03,3,Luned ,Giugno,Sera (18:00 - 23:59)
238,M,2024-06-01,11:58,Foggia,FG,Cerignola,FG,2024-06-03,1,Sabato,Giugno,Mattina (06:00 - 11:59)
239,F,2024-06-02,22:03,Foggia,FG,Orsara Di Puglia,FG,2024-06-04,2,Domenica,Giugno,Sera (18:00 - 23:59)
240,F,2024-06-06,02:04,Foggia,FG,Non Disponibile,Non Disponibile,2024-06-04,6,Gioved ,Giugno,Notte (00:00 - 05:59)
241,F,2024-06-04,12:06,Foggia,FG,San Severo,FG,2024-06-04,4,Marted ,Giugno,Pomeriggio (12:00 - 17:59)
242,F,2024-06-04,07:45,Foggia,FG,Orta Nova,FG,2024-06-04,4,Marted ,Giugno,Mattina (06:00 - 11:59)
243,M,2024-05-31,12:56,Foggia,FG,Lucera,FG,2024-06-05,31,Venerd ,Maggio,Pomeriggio (12:00 - 17:59)
244,F,2024-06-04,13:54,Foggia,FG,Non Disponibile,Non Disponibile,2024-06-06,4,Marted ,Giugno,Pomeriggio (12:00 - 17:59)
245,M,2024-06-06,15:02,Foggia,FG,Peschici,FG,2024-06-06,6,Gioved ,Giugno,Pomeriggio (12:00 - 17:59)
246,M,2024-06-05,13:28,Foggia,FG,Orta Nova,FG,2024-06-06,5,Mercoled ,Giugno,Pomeriggio (12:00 - 17:59)
247,F,2024-06-06,18:27,Foggia,FG,Andria,BT,2024-06-06,6,Gioved ,Giugno,Sera (18:00 - 23:59)
248,M,2024-05-15,Orario Non Disponibile,Wuppertal,DE,Non Disponibile,Non Disponibile,2025-02-25,15,Mercoled ,Maggio,Non Disponibile
249,F,2024-06-07,16:27,Foggia,FG,Cerignola,FG,2024-06-07,7,Venerd ,Giugno,Pomeriggio (12:00 - 17:59)
250,F,2024-06-07,12:40,Foggia,FG,Pescara,PE,2024-06-07,7,Venerd ,Giugno,Pomeriggio (12:00 - 17:59)
251,F,2024-06-11,17:45,Foggia,FG,San Severo,FG,2024-06-07,11,Marted ,Giugno,Pomeriggio (12:00 - 17:59)
252,F,2024-06-10,11:13,Foggia,FG,Torremaggiore,FG,2024-06-10,10,Luned ,Giugno,Mattina (06:00 - 11:59)
253,F,2024-06-10,04:09,Foggia,FG,Wuppertal,DE,2024-06-10,10,Luned ,Giugno,Notte (00:00 - 05:59)
254,F,2024-06-12,10:19,Foggia,FG,Torremaggiore,FG,2024-06-10,12,Mercoled ,Giugno,Mattina (06:00 - 11:59)
255,F,2024-06-13,15:44,Foggia,FG,Carapelle,FG,2024-06-11,13,Gioved ,Giugno,Pomeriggio (12:00 - 17:59)
256,F,2024-06-15,14:45,Foggia,FG,Mattinata,FG,2024-06-12,15,Sabato,Giugno,Pomeriggio (12:00 - 17:59)
257,M,2024-06-15,23:00,Foggia,FG,Orsara Di Puglia,FG,2024-06-12,15,Sabato,Giugno,Sera (18:00 - 23:59)
258,M,2024-06-11,17:06,Foggia,FG,Ordona,FG,2024-06-13,11,Marted ,Giugno,Pomeriggio (12:00 - 17:59)
259,F,2024-06-16,02:19,Foggia,FG,Cerignola,FG,2024-06-14,16,Domenica,Giugno,Notte (00:00 - 05:59)
260,F,2024-06-14,11:15,Foggia,FG,Vieste,FG,2024-06-14,14,Venerd ,Giugno,Mattina (06:00 - 11:59)
261,M,2024-06-15,15:20,Foggia,FG,Manfredonia,FG,2024-06-17,15,Sabato,Giugno,Pomeriggio (12:00 - 17:59)
262,M,2024-06-17,11:34,Foggia,FG,Candela,FG,2024-06-17,17,Luned ,Giugno,Mattina (06:00 - 11:59)
263,M,2024-06-17,12:08,Foggia,FG,Ascoli Satriano,FG,2024-06-17,17,Luned ,Giugno,Pomeriggio (12:00 - 17:59)
264,M,2024-06-17,08:30,Foggia,FG,Vasto,CH,2024-06-17,17,Luned ,Giugno,Mattina (06:00 - 11:59)
265,F,2024-06-16,11:39,Foggia,FG,Vieste,FG,2024-06-17,16,Domenica,Giugno,Mattina (06:00 - 11:59)
266,M,2024-06-18,21:10,Foggia,FG,Anzano Di Puglia,FG,2024-06-18,18,Marted ,Giugno,Sera (18:00 - 23:59)
267,M,2024-06-18,10:37,Foggia,FG,Lucera,FG,2024-06-18,18,Marted ,Giugno,Mattina (06:00 - 11:59)
268,F,2024-06-18,09:33,Foggia,FG,Sannicandro Garganico,FG,2024-06-18,18,Marted ,Giugno,Mattina (06:00 - 11:59)
269,F,2024-06-18,09:24,Foggia,FG, Vieste,FG,2024-06-18,18,Marted ,Giugno,Mattina (06:00 - 11:59)
270,M,2024-06-19,23:33,Foggia,FG,Lucera,FG,2024-06-19,19,Mercoled ,Giugno,Sera (18:00 - 23:59)
271,F,2024-06-22,12:34,Foggia,FG,Cerignola,FG,2024-06-19,22,Sabato,Giugno,Pomeriggio (12:00 - 17:59)
272,M,2024-06-21,03:10,Foggia,FG,Biccari,FG,2024-06-19,21,Venerd ,Giugno,Notte (00:00 - 05:59)
273,F,2024-06-21,14:50,Foggia,FG,Barletta,BT,2024-06-19,21,Venerd ,Giugno,Pomeriggio (12:00 - 17:59)
274,M,2024-06-22,13:00,Foggia,FG,San Ferdinando Di Puglia,BT,2024-06-20,22,Sabato,Giugno,Pomeriggio (12:00 - 17:59)
275,F,2024-06-24,19:31,Foggia,FG, Cerignola,FG,2024-06-21,24,Luned ,Giugno,Sera (18:00 - 23:59)
276,F,2024-06-22,01:15,Foggia,FG,Lucera,FG,2024-06-24,22,Sabato,Giugno,Notte (00:00 - 05:59)
277,M,2024-06-22,08:50,Foggia,FG,Orta Nova,FG,2024-06-24,22,Sabato,Giugno,Mattina (06:00 - 11:59)
278,M,2024-06-25,01:01,Foggia,FG,Vieste,FG,2024-06-24,25,Marted ,Giugno,Notte (00:00 - 05:59)
279,F,2024-06-25,15:35,Foggia,FG,Motta Montecorvino,FG,2024-06-25,25,Marted ,Giugno,Pomeriggio (12:00 - 17:59)
280,F,2024-06-30,19:03,Foggia,FG, Scorrano,LE,2024-06-25,30,Domenica,Giugno,Sera (18:00 - 23:59)
281,M,2024-06-27,22:55,Foggia,FG,Deliceto,FG,2024-06-25,27,Gioved ,Giugno,Sera (18:00 - 23:59)
282,M,2024-06-28,13:57,Foggia,FG,Manfredonia,FG,2024-06-25,28,Venerd ,Giugno,Pomeriggio (12:00 - 17:59)
283,F,2024-06-30,00:47,Foggia,FG,Bari,BA,2024-06-26,30,Domenica,Giugno,Notte (00:00 - 05:59)
284,M,2024-07-02,13:40,Foggia,FG,Vieste,FG,2024-06-28,2,Marted ,Luglio,Pomeriggio (12:00 - 17:59)
285,M,2024-07-02,11:41,Foggia,FG,Serracapriola,FG,2024-07-01,2,Marted ,Luglio,Mattina (06:00 - 11:59)
286,M,2024-07-03,15:29,Foggia,FG,San Severo,FG,2024-07-01,3,Mercoled ,Luglio,Pomeriggio (12:00 - 17:59)
287,M,2024-07-03,11:35,Foggia,FG,Ischitella,FG,2024-07-01,3,Mercoled ,Luglio,Mattina (06:00 - 11:59)
288,M,2024-07-02,22:59,Foggia,FG,Orta Nova,FG,2024-07-03,2,Marted ,Luglio,Sera (18:00 - 23:59)
289,F,2024-07-03,17:58,Foggia,FG,Lucera,FG,2024-07-04,3,Mercoled ,Luglio,Pomeriggio (12:00 - 17:59)
290,F,2024-07-04,12:58,Foggia,FG,Melfi,PZ,2024-07-04,4,Gioved ,Luglio,Pomeriggio (12:00 - 17:59)
291,M,2024-07-06,14:14,Foggia,FG,Rottofreno,PC,2024-07-04,6,Sabato,Luglio,Pomeriggio (12:00 - 17:59)
292,M,2024-07-05,17:34,Foggia,FG,Cerignola,FG,2024-07-05,5,Venerd ,Luglio,Pomeriggio (12:00 - 17:59)
293,F,2024-07-05,10:44,Foggia,FG,Cerignola,FG,2024-07-05,5,Venerd ,Luglio,Mattina (06:00 - 11:59)
294,M,2024-07-05,16:33,Foggia,FG,Manfredonia,FG,2024-07-05,5,Venerd ,Luglio,Pomeriggio (12:00 - 17:59)
295,F,2024-07-03,13:50,Foggia,FG,Orta Nova,FG,2024-07-05,3,Mercoled ,Luglio,Pomeriggio (12:00 - 17:59)
296,M,2024-07-06,09:45,Foggia,FG,Lucera,FG,2024-07-08,6,Sabato,Luglio,Mattina (06:00 - 11:59)
297,F,2024-07-06,09:40,Foggia,FG,Serracapriola,FG,2024-07-08,6,Sabato,Luglio,Mattina (06:00 - 11:59)
298,M,2024-07-09,19:34,Foggia,FG,Lesina,FG,2024-07-08,9,Marted ,Luglio,Sera (18:00 - 23:59)
299,F,2024-07-09,09:44,Foggia,FG,San Severo,FG,2024-07-08,9,Marted ,Luglio,Mattina (06:00 - 11:59)
300,M,2024-07-12,02:26,Foggia,FG,Ordona,FG,2024-07-08,12,Venerd ,Luglio,Notte (00:00 - 05:59)
301,F,2024-07-11,15:35,Foggia,FG,Accadia,FG,2024-07-09,11,Gioved ,Luglio,Pomeriggio (12:00 - 17:59)
302,M,2024-07-15,02:00,Foggia,FG,Accadia,FG,2024-07-09,15,Luned ,Luglio,Notte (00:00 - 05:59)
